incidencia_id;viaje_id;vehiculo_id;conductor_id;linea_id;fecha;anno;mes;hora_incidencia;tipo_incidencia;categoria;severidad;requiere_retirada;duracion_resolucion_dias;vehiculo_sustituto;coste_estimado_eur
1148;34921;20;6;5;24/12/2023;2023;12;20:14:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
1149;13366;11;11;5;07/02/2022;2022;2;17:40:00;Huelga parcial;Operacional;Alta;VERDADERO;34;VERDADERO;0
1150;37399;20;20;1;24/10/2022;2022;10;21:12:00;Retencion trafico;Externo;Baja;FALSO;14;FALSO;4813
1151;36169;8;22;5;13/05/2024;2024;5;22:21:00;Accidente grave;Seguridad;Critica;VERDADERO;11;VERDADERO;371283
1152;12426;37;23;4;07/04/2023;2023;4;22:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;37;FALSO;20276
1153;645;16;2;6;06/06/2023;2023;6;15:42:00;Pasajero enfermo;Servicio;Media;FALSO;20;FALSO;7567
1154;1040;33;5;8;28/08/2023;2023;8;21:52:00;Accidente grave;Seguridad;Critica;VERDADERO;122;VERDADERO;430179
1155;28077;22;22;1;06/06/2022;2022;6;20:19:00;Accidente grave;Seguridad;Critica;VERDADERO;18;VERDADERO;1477387
1156;11215;2;16;9;05/11/2023;2023;11;17:50:00;Vandalismo;Seguridad;Media;FALSO;6;FALSO;66523
1157;333;40;26;2;19/08/2023;2023;8;17:20:00;Fallo climatizacion;Vehiculo;Baja;FALSO;12;FALSO;24326
1158;6484;17;17;9;24/10/2024;2024;10;19:02:00;Retencion trafico;Externo;Baja;FALSO;8;FALSO;3965
1159;45639;28;28;9;27/12/2024;2024;12;20:42:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;466473
1160;32733;16;2;9;08/07/2024;2024;7;8:34:00;Retencion trafico;Externo;Baja;FALSO;10;FALSO;3366
1161;8179;32;4;7;14/06/2023;2023;6;13:32:00;Obras calzada;Externo;Media;FALSO;17;FALSO;0
1162;16759;2;16;7;29/11/2023;2023;11;6:38:00;Pasajero enfermo;Servicio;Media;FALSO;7;FALSO;1117
1163;47722;11;11;8;25/12/2022;2022;12;10:13:00;Accidente leve;Seguridad;Alta;VERDADERO;17;FALSO;182948
1164;33288;25;25;8;25/07/2024;2024;7;7:21:00;Accidente grave;Seguridad;Critica;VERDADERO;216;VERDADERO;533137
1165;45683;30;16;4;28/09/2022;2022;9;6:20:00;Condiciones meteo;Externo;Media;FALSO;36;FALSO;0
1166;47934;13;27;8;30/04/2023;2023;4;19:56:00;Accidente leve;Seguridad;Alta;VERDADERO;53;VERDADERO;264983
1167;35573;42;14;4;12/05/2022;2022;5;15:40:00;Pasajero enfermo;Servicio;Media;FALSO;7;FALSO;6427
1168;28810;41;27;8;02/03/2024;2024;3;13:38:00;Fallo electrico;Vehiculo;Alta;VERDADERO;26;VERDADERO;149235
1169;20362;35;7;4;19/02/2022;2022;2;20:23:00;Retencion trafico;Externo;Baja;FALSO;53;FALSO;374
1170;4450;41;27;4;17/04/2023;2023;4;20:00:00;Averia mecanica;Vehiculo;Alta;VERDADERO;41;FALSO;114772
1171;47535;34;20;5;11/01/2023;2023;1;18:00:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;2891
1172;18204;19;5;1;03/05/2023;2023;5;10:10:00;Condiciones meteo;Externo;Media;FALSO;17;FALSO;0
1173;18727;38;24;9;08/03/2024;2024;3;11:02:00;Fallo electrico;Vehiculo;Alta;VERDADERO;16;VERDADERO;116659
1174;28132;35;21;7;10/05/2024;2024;5;8:41:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;81197
1175;12916;23;9;5;27/05/2022;2022;5;11:30:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;7936
1176;46304;21;21;6;23/03/2023;2023;3;20:17:00;Vandalismo;Seguridad;Media;FALSO;84;FALSO;46626
1177;39062;3;3;4;06/04/2022;2022;4;19:29:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;7495
1178;15510;13;27;6;20/07/2023;2023;7;18:21:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;2183
1179;16422;1;15;5;11/01/2022;2022;1;22:33:00;Vandalismo;Seguridad;Media;FALSO;19;FALSO;65609
1180;2575;14;28;10;18/04/2023;2023;4;2:09:00;Accidente leve;Seguridad;Alta;VERDADERO;74;VERDADERO;289052
1181;38351;6;20;6;15/02/2024;2024;2;13:25:00;Vandalismo;Seguridad;Media;FALSO;20;FALSO;37468
1182;34003;26;12;4;27/09/2023;2023;9;12:37:00;Fallo climatizacion;Vehiculo;Baja;FALSO;8;FALSO;5797
1183;10601;18;18;4;23/12/2022;2022;12;16:21:00;Pasajero enfermo;Servicio;Media;FALSO;32;FALSO;7454
1184;6937;8;22;8;14/10/2024;2024;10;19:32:00;Condiciones meteo;Externo;Media;FALSO;9;FALSO;0
1185;34097;36;22;2;17/10/2022;2022;10;21:41:00;Averia mecanica;Vehiculo;Alta;VERDADERO;16;FALSO;183002
1186;38823;16;16;8;12/02/2024;2024;2;19:14:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;14896
1187;30889;20;6;9;26/09/2023;2023;9;16:06:00;Huelga parcial;Operacional;Alta;VERDADERO;14;VERDADERO;0
1188;1499;30;16;2;05/05/2022;2022;5;10:02:00;Fallo climatizacion;Vehiculo;Baja;FALSO;33;FALSO;6942
1189;29446;5;19;2;13/07/2024;2024;7;6:39:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;2242
1190;29518;35;7;8;02/03/2022;2022;3;18:00:00;Accidente leve;Seguridad;Alta;VERDADERO;5;FALSO;127225
1191;32132;3;17;3;06/08/2024;2024;8;18:23:00;Accidente grave;Seguridad;Critica;VERDADERO;56;VERDADERO;1247548
1192;31915;38;24;8;28/04/2024;2024;4;10:42:00;Huelga parcial;Operacional;Alta;VERDADERO;76;FALSO;0
1193;20538;1;15;4;09/10/2022;2022;10;11:32:00;Accidente grave;Seguridad;Critica;VERDADERO;9;VERDADERO;616097
1194;31680;13;13;8;07/02/2022;2022;2;16:22:00;Retencion trafico;Externo;Baja;FALSO;17;FALSO;332
1195;28407;16;16;9;02/05/2022;2022;5;10:30:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
1196;49271;6;20;7;25/04/2022;2022;4;16:31:00;Accidente grave;Seguridad;Critica;VERDADERO;46;FALSO;390355
1197;47069;30;2;5;17/12/2023;2023;12;15:31:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;21541
1198;28692;7;21;6;14/05/2024;2024;5;7:07:00;Huelga parcial;Operacional;Alta;VERDADERO;8;VERDADERO;0
1199;48330;31;3;2;12/02/2022;2022;2;14:50:00;Averia mecanica;Vehiculo;Alta;VERDADERO;17;VERDADERO;200968
1200;41821;32;18;10;20/08/2023;2023;8;2:00:00;Huelga parcial;Operacional;Alta;VERDADERO;51;VERDADERO;0
1201;13535;12;12;5;01/09/2024;2024;9;19:43:00;Averia mecanica;Vehiculo;Alta;VERDADERO;142;VERDADERO;177974
1202;35459;12;12;5;03/12/2022;2022;12;20:08:00;Obras calzada;Externo;Media;FALSO;8;FALSO;0
1203;4860;31;17;6;08/03/2024;2024;3;16:01:00;Fallo electrico;Vehiculo;Alta;VERDADERO;65;VERDADERO;138365
1204;30932;21;21;3;30/05/2022;2022;5;21:40:00;Obras calzada;Externo;Media;FALSO;11;FALSO;0
1205;14075;6;20;9;12/09/2024;2024;9;11:00:00;Fallo climatizacion;Vehiculo;Baja;FALSO;7;FALSO;26544
1206;39012;37;9;9;05/03/2024;2024;3;17:41:00;Fallo electrico;Vehiculo;Alta;VERDADERO;34;VERDADERO;181777
1207;15445;32;18;7;20/08/2023;2023;8;7:12:00;Pinchazo;Vehiculo;Media;VERDADERO;46;VERDADERO;12024
1208;42645;16;2;4;31/01/2023;2023;1;6:10:00;Retencion trafico;Externo;Baja;FALSO;6;FALSO;542
1209;42825;28;14;8;09/03/2024;2024;3;12:21:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;34897
1210;485;24;10;7;02/11/2023;2023;11;14:01:00;Huelga parcial;Operacional;Alta;VERDADERO;56;VERDADERO;0
1211;40140;31;17;6;03/12/2023;2023;12;22:40:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;18531
1212;35249;12;26;4;07/02/2023;2023;2;22:40:00;Accidente grave;Seguridad;Critica;VERDADERO;24;VERDADERO;1075299
1213;47553;10;10;3;22/01/2023;2023;1;22:03:00;Accidente leve;Seguridad;Alta;VERDADERO;19;FALSO;271149
1214;35752;11;25;8;11/02/2022;2022;2;6:40:00;Accidente leve;Seguridad;Alta;VERDADERO;15;VERDADERO;270799
1215;31135;14;28;9;23/05/2023;2023;5;9:30:00;Averia mecanica;Vehiculo;Alta;VERDADERO;40;VERDADERO;150375
1216;19233;40;26;2;29/03/2024;2024;3;9:52:00;Fallo climatizacion;Vehiculo;Baja;FALSO;11;FALSO;17033
1217;14476;29;1;4;15/08/2023;2023;8;7:16:00;Accidente leve;Seguridad;Alta;VERDADERO;47;VERDADERO;351066
1218;29801;24;10;1;23/10/2024;2024;10;12:06:00;Huelga parcial;Operacional;Alta;VERDADERO;73;FALSO;0
1219;31802;9;23;6;31/12/2024;2024;12;18:53:00;Accidente leve;Seguridad;Alta;VERDADERO;160;FALSO;274367
1220;24676;23;9;10;13/09/2022;2022;9;23:46:00;Huelga parcial;Operacional;Alta;VERDADERO;13;FALSO;0
1221;5237;30;2;2;03/09/2023;2023;9;19:15:00;Pasajero enfermo;Servicio;Media;FALSO;42;FALSO;3301
1222;28202;21;7;6;21/03/2022;2022;3;15:31:00;Fallo climatizacion;Vehiculo;Baja;FALSO;24;FALSO;2902
1223;8043;22;8;9;06/08/2023;2023;8;17:49:00;Pinchazo;Vehiculo;Media;VERDADERO;5;FALSO;11914
1224;3768;31;17;1;15/06/2024;2024;6;7:10:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;1624
1225;31210;5;19;4;17/03/2023;2023;3;10:11:00;Huelga parcial;Operacional;Alta;VERDADERO;36;FALSO;0
1226;22330;29;15;3;24/06/2024;2024;6;6:27:00;Fallo climatizacion;Vehiculo;Baja;FALSO;29;FALSO;27464
1227;37278;25;11;10;26/10/2022;2022;10;2:40:00;Pinchazo;Vehiculo;Media;VERDADERO;13;VERDADERO;15295
1228;29833;14;14;7;14/01/2024;2024;1;6:44:00;Condiciones meteo;Externo;Media;FALSO;8;FALSO;0
1229;7525;8;22;10;12/06/2024;2024;6;22:28:00;Vandalismo;Seguridad;Media;FALSO;98;FALSO;59548
1230;6808;5;5;4;01/02/2022;2022;2;13:31:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;39
1231;11099;12;12;4;22/08/2022;2022;8;19:01:00;Vandalismo;Seguridad;Media;FALSO;20;FALSO;45855
1232;4730;27;27;3;21/12/2023;2023;12;15:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;37;VERDADERO;12204
1233;6770;9;23;5;12/08/2024;2024;8;21:26:00;Fallo climatizacion;Vehiculo;Baja;FALSO;7;FALSO;8071
1234;23258;33;19;4;09/10/2023;2023;10;10:04:00;Averia mecanica;Vehiculo;Alta;VERDADERO;44;VERDADERO;24396
1235;9554;21;7;3;30/10/2022;2022;10;6:56:00;Fallo climatizacion;Vehiculo;Baja;FALSO;19;FALSO;6675
1236;11911;26;12;9;20/06/2022;2022;6;21:02:00;Accidente grave;Seguridad;Critica;VERDADERO;185;VERDADERO;1017435
1237;25134;19;19;5;08/05/2024;2024;5;10:14:00;Accidente grave;Seguridad;Critica;VERDADERO;51;FALSO;82713
1238;19367;6;20;3;14/12/2023;2023;12;14:48:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;993
1239;16003;2;16;1;29/08/2023;2023;8;9:02:00;Accidente leve;Seguridad;Alta;VERDADERO;8;VERDADERO;291936
1240;1645;8;22;5;11/04/2022;2022;4;13:45:00;Huelga parcial;Operacional;Alta;VERDADERO;28;VERDADERO;0
1241;45781;2;2;6;10/02/2024;2024;2;21:43:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
1242;20135;18;4;2;27/12/2023;2023;12;14:50:00;Pasajero enfermo;Servicio;Media;FALSO;7;FALSO;7176
1243;28822;11;11;5;29/09/2024;2024;9;17:35:00;Pinchazo;Vehiculo;Media;VERDADERO;46;VERDADERO;30672
1244;27637;2;2;5;25/12/2022;2022;12;8:17:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
1245;40658;3;3;10;28/08/2022;2022;8;4:11:00;Pinchazo;Vehiculo;Media;VERDADERO;14;VERDADERO;30443
1246;3280;5;5;8;05/05/2023;2023;5;22:12:00;Accidente leve;Seguridad;Alta;VERDADERO;48;VERDADERO;21781
1247;43954;23;23;9;11/07/2024;2024;7;16:46:00;Pasajero enfermo;Servicio;Media;FALSO;14;FALSO;7904
1248;39538;17;3;2;03/12/2023;2023;12;8:29:00;Vandalismo;Seguridad;Media;FALSO;17;FALSO;52238
1249;44981;42;14;5;15/05/2024;2024;5;19:23:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;417
1250;22666;29;15;1;25/07/2023;2023;7;10:40:00;Accidente leve;Seguridad;Alta;VERDADERO;5;VERDADERO;235173
1251;8249;18;18;5;01/03/2024;2024;3;9:43:00;Vandalismo;Seguridad;Media;FALSO;25;FALSO;59418
1252;16167;40;12;5;26/07/2024;2024;7;22:34:00;Accidente grave;Seguridad;Critica;VERDADERO;17;VERDADERO;573178
1253;31709;42;14;2;05/03/2024;2024;3;6:44:00;Condiciones meteo;Externo;Media;FALSO;10;FALSO;0
1254;37418;39;11;10;14/03/2022;2022;3;4:11:00;Vandalismo;Seguridad;Media;FALSO;42;FALSO;32522
1255;38543;30;16;9;31/05/2023;2023;5;20:52:00;Accidente grave;Seguridad;Critica;VERDADERO;85;FALSO;1200304
1256;38706;25;11;10;18/06/2023;2023;6;22:30:00;Accidente leve;Seguridad;Alta;VERDADERO;48;VERDADERO;354017
1257;40565;36;22;10;31/07/2022;2022;7;0:50:00;Vandalismo;Seguridad;Media;FALSO;8;FALSO;46476
1258;26085;4;18;8;05/10/2024;2024;10;7:54:00;Averia mecanica;Vehiculo;Alta;VERDADERO;17;VERDADERO;238808
1259;17005;38;10;10;10/08/2023;2023;8;4:50:00;Accidente leve;Seguridad;Alta;VERDADERO;30;VERDADERO;125103
1260;42437;18;18;10;30/10/2023;2023;10;4:00:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;24179
1261;6706;29;15;7;18/10/2022;2022;10;18:35:00;Accidente leve;Seguridad;Alta;VERDADERO;40;VERDADERO;320974
1262;10173;10;10;9;13/01/2024;2024;1;22:51:00;Vandalismo;Seguridad;Media;FALSO;33;FALSO;45221
1263;22086;37;23;5;01/05/2024;2024;5;8:31:00;Condiciones meteo;Externo;Media;FALSO;27;FALSO;0
1264;48744;25;25;2;29/05/2022;2022;5;6:30:00;Huelga parcial;Operacional;Alta;VERDADERO;33;FALSO;0
1265;5153;30;2;4;21/06/2023;2023;6;8:34:00;Retencion trafico;Externo;Baja;FALSO;17;FALSO;1501
1266;13060;41;13;6;06/01/2024;2024;1;21:10:00;Averia mecanica;Vehiculo;Alta;VERDADERO;15;VERDADERO;29169
1267;17722;41;27;3;22/05/2022;2022;5;14:20:00;Accidente leve;Seguridad;Alta;VERDADERO;74;VERDADERO;79412
1268;42214;5;19;8;05/10/2023;2023;10;8:10:00;Huelga parcial;Operacional;Alta;VERDADERO;10;FALSO;0
1269;24802;23;23;9;06/08/2024;2024;8;10:05:00;Huelga parcial;Operacional;Alta;VERDADERO;66;FALSO;0
1270;20156;39;25;7;28/08/2023;2023;8;19:00:00;Accidente leve;Seguridad;Alta;VERDADERO;28;VERDADERO;133366
1271;5147;24;24;3;26/05/2024;2024;5;6:30:00;Vandalismo;Seguridad;Media;FALSO;13;FALSO;44339
1272;32730;13;27;7;01/05/2024;2024;5;8:13:00;Pasajero enfermo;Servicio;Media;FALSO;27;FALSO;7818
1273;49253;30;2;7;30/06/2024;2024;6;21:31:00;Obras calzada;Externo;Media;FALSO;27;FALSO;0
1274;49477;2;2;10;15/07/2024;2024;7;23:10:00;Fallo electrico;Vehiculo;Alta;VERDADERO;24;VERDADERO;143249
1275;39443;6;20;1;29/03/2023;2023;3;7:08:00;Accidente leve;Seguridad;Alta;VERDADERO;100;VERDADERO;105104
1276;43121;30;2;6;26/09/2023;2023;9;16:20:00;Vandalismo;Seguridad;Media;FALSO;14;FALSO;54238
1277;18577;14;14;10;03/07/2023;2023;7;4:10:00;Obras calzada;Externo;Media;FALSO;34;FALSO;0
1278;41585;6;6;1;15/01/2023;2023;1;19:23:00;Fallo electrico;Vehiculo;Alta;VERDADERO;7;VERDADERO;4123
1279;35109;40;26;3;10/06/2024;2024;6;10:42:00;Pinchazo;Vehiculo;Media;VERDADERO;5;VERDADERO;30487
1280;36718;11;11;2;03/01/2023;2023;1;17:22:00;Retencion trafico;Externo;Baja;FALSO;6;FALSO;1334
1281;20617;38;10;8;03/08/2023;2023;8;16:41:00;Retencion trafico;Externo;Baja;FALSO;18;FALSO;1507
1282;17769;4;18;9;03/08/2022;2022;8;13:52:00;Accidente grave;Seguridad;Critica;VERDADERO;5;FALSO;257871
1283;16398;19;19;9;10/02/2022;2022;2;16:10:00;Retencion trafico;Externo;Baja;FALSO;9;FALSO;875
1284;1233;16;2;8;02/09/2022;2022;9;11:08:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;7983
1285;40280;3;17;10;04/11/2023;2023;11;23:42:00;Vandalismo;Seguridad;Media;FALSO;9;FALSO;22069
1286;11070;25;11;2;22/01/2022;2022;1;19:43:00;Pinchazo;Vehiculo;Media;VERDADERO;7;VERDADERO;2542
1287;32394;13;27;5;25/02/2022;2022;2;19:22:00;Averia mecanica;Vehiculo;Alta;VERDADERO;6;VERDADERO;269575
1288;9431;24;24;1;23/08/2023;2023;8;13:50:00;Averia mecanica;Vehiculo;Alta;VERDADERO;43;VERDADERO;22892
1289;17864;15;1;7;27/07/2022;2022;7;11:41:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;1891
1290;34418;21;7;7;14/11/2023;2023;11;11:34:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;46213
1291;44845;32;18;7;07/09/2022;2022;9;13:31:00;Vandalismo;Seguridad;Media;FALSO;33;FALSO;75717
1292;27617;24;10;2;14/10/2023;2023;10;17:04:00;Condiciones meteo;Externo;Media;FALSO;37;FALSO;0
1293;13035;16;16;3;02/09/2024;2024;9;20:33:00;Vandalismo;Seguridad;Media;FALSO;11;FALSO;66775
1294;1604;9;9;5;01/07/2023;2023;7;12:32:00;Pinchazo;Vehiculo;Media;VERDADERO;5;FALSO;9105
1295;25037;6;6;5;05/09/2023;2023;9;20:14:00;Fallo electrico;Vehiculo;Alta;VERDADERO;31;VERDADERO;5778
1296;43369;26;26;7;08/12/2022;2022;12;10:11:00;Obras calzada;Externo;Media;FALSO;9;FALSO;0
1297;8538;13;27;10;02/09/2022;2022;9;23:00:00;Pasajero enfermo;Servicio;Media;FALSO;26;FALSO;1737
1298;28602;1;15;6;21/03/2023;2023;3;6:31:00;Pinchazo;Vehiculo;Media;VERDADERO;5;FALSO;8731
1299;30645;28;14;1;09/12/2022;2022;12;16:02:00;Accidente grave;Seguridad;Critica;VERDADERO;5;VERDADERO;535131
1300;37322;27;27;3;15/10/2022;2022;10;12:24:00;Accidente leve;Seguridad;Alta;VERDADERO;13;VERDADERO;308633
1301;17285;24;10;4;30/09/2023;2023;9;7:33:00;Fallo electrico;Vehiculo;Alta;VERDADERO;8;VERDADERO;131916
1302;8376;19;5;3;12/06/2023;2023;6;11:24:00;Accidente leve;Seguridad;Alta;VERDADERO;83;FALSO;58297
1303;32583;34;20;4;25/10/2024;2024;10;10:01:00;Fallo electrico;Vehiculo;Alta;VERDADERO;15;VERDADERO;167326
1304;49233;10;10;3;03/04/2023;2023;4;12:11:00;Pasajero enfermo;Servicio;Media;FALSO;20;FALSO;3403
1305;15351;22;8;10;03/09/2022;2022;9;22:51:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;FALSO;112666
1306;42886;5;19;9;29/08/2022;2022;8;12:30:00;Huelga parcial;Operacional;Alta;VERDADERO;78;VERDADERO;0
1307;33627;28;28;9;26/07/2024;2024;7;8:23:00;Accidente leve;Seguridad;Alta;VERDADERO;27;VERDADERO;78431
1308;1537;26;26;10;08/06/2024;2024;6;22:31:00;Pinchazo;Vehiculo;Media;VERDADERO;34;VERDADERO;12227
1309;42912;31;17;2;09/06/2024;2024;6;7:57:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;36886
1310;21191;24;24;10;28/12/2022;2022;12;3:00:00;Averia mecanica;Vehiculo;Alta;VERDADERO;35;FALSO;80694
1311;1182;7;7;2;28/12/2023;2023;12;11:22:00;Obras calzada;Externo;Media;FALSO;18;FALSO;0
1312;6584;33;5;1;14/04/2022;2022;4;15:22:00;Vandalismo;Seguridad;Media;FALSO;12;FALSO;7405
1313;11500;35;21;10;03/02/2023;2023;2;22:00:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;7455
1314;30781;38;10;8;17/09/2022;2022;9;21:21:00;Fallo climatizacion;Vehiculo;Baja;FALSO;27;FALSO;25538
1315;10127;6;20;9;01/11/2022;2022;11;21:53:00;Fallo climatizacion;Vehiculo;Baja;FALSO;5;FALSO;19887
1316;13023;4;4;10;17/08/2023;2023;8;22:20:00;Obras calzada;Externo;Media;FALSO;5;FALSO;0
1317;34213;26;26;1;02/08/2023;2023;8;7:14:00;Averia mecanica;Vehiculo;Alta;VERDADERO;5;VERDADERO;268324
1318;48908;21;21;5;01/02/2022;2022;2;11:35:00;Pinchazo;Vehiculo;Media;VERDADERO;6;VERDADERO;39977
1319;21229;20;6;7;30/03/2022;2022;3;19:32:00;Pasajero enfermo;Servicio;Media;FALSO;65;FALSO;2584
1320;4456;5;5;1;19/12/2022;2022;12;15:24:00;Accidente leve;Seguridad;Alta;VERDADERO;6;VERDADERO;162804
1321;8441;42;14;9;08/03/2022;2022;3;12:25:00;Accidente grave;Seguridad;Critica;VERDADERO;184;FALSO;1168617
1322;5713;2;2;4;18/04/2022;2022;4;15:26:00;Huelga parcial;Operacional;Alta;VERDADERO;5;VERDADERO;0
1323;27663;28;28;7;23/10/2024;2024;10;9:52:00;Averia mecanica;Vehiculo;Alta;VERDADERO;93;FALSO;160293
1324;19825;2;2;2;18/02/2022;2022;2;6:35:00;Huelga parcial;Operacional;Alta;VERDADERO;55;FALSO;0
1325;31176;13;13;1;24/03/2022;2022;3;21:11:00;Pasajero enfermo;Servicio;Media;FALSO;11;FALSO;6398
1326;11710;35;7;3;24/01/2023;2023;1;10:26:00;Pasajero enfermo;Servicio;Media;FALSO;34;FALSO;8905
1327;15720;13;13;2;08/06/2023;2023;6;6:41:00;Obras calzada;Externo;Media;FALSO;6;FALSO;0
1328;20476;23;9;7;25/12/2022;2022;12;20:02:00;Fallo climatizacion;Vehiculo;Baja;FALSO;10;FALSO;19869
1329;18425;30;2;3;24/08/2023;2023;8;16:04:00;Fallo electrico;Vehiculo;Alta;VERDADERO;16;VERDADERO;92477
1330;9550;17;3;3;25/04/2023;2023;4;14:26:00;Accidente grave;Seguridad;Critica;VERDADERO;214;FALSO;430434
1331;43966;35;7;5;03/09/2024;2024;9;10:21:00;Accidente leve;Seguridad;Alta;VERDADERO;38;VERDADERO;202978
1332;31207;2;16;2;09/01/2022;2022;1;7:00:00;Vandalismo;Seguridad;Media;FALSO;27;FALSO;66912
1333;12968;33;5;6;15/01/2023;2023;1;19:29:00;Huelga parcial;Operacional;Alta;VERDADERO;16;FALSO;0
1334;41471;18;4;8;03/05/2024;2024;5;17:02:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
1335;46711;8;8;4;12/10/2022;2022;10;11:36:00;Pinchazo;Vehiculo;Media;VERDADERO;39;VERDADERO;9564
1336;9294;13;27;2;07/02/2023;2023;2;21:43:00;Accidente grave;Seguridad;Critica;VERDADERO;20;VERDADERO;129570
1337;38336;33;5;5;09/03/2024;2024;3;21:17:00;Accidente grave;Seguridad;Critica;VERDADERO;36;VERDADERO;1419031
1338;18615;10;24;5;26/02/2023;2023;2;14:24:00;Accidente grave;Seguridad;Critica;VERDADERO;29;VERDADERO;1309415
1339;38275;14;28;9;22/08/2023;2023;8;15:30:00;Condiciones meteo;Externo;Media;FALSO;5;FALSO;0
1340;4520;27;13;5;30/04/2024;2024;4;6:52:00;Fallo electrico;Vehiculo;Alta;VERDADERO;8;VERDADERO;35904
1341;22110;19;19;10;29/04/2023;2023;4;23:30:00;Pinchazo;Vehiculo;Media;VERDADERO;36;VERDADERO;23016
1342;42243;34;20;10;17/11/2024;2024;11;22:01:00;Averia mecanica;Vehiculo;Alta;VERDADERO;126;VERDADERO;37565
1343;18223;38;24;6;03/08/2023;2023;8;22:05:00;Fallo climatizacion;Vehiculo;Baja;FALSO;40;FALSO;25538
1344;45396;37;9;10;16/08/2023;2023;8;1:19:00;Pinchazo;Vehiculo;Media;VERDADERO;13;FALSO;9691
1345;4885;14;14;6;13/03/2023;2023;3;11:43:00;Vandalismo;Seguridad;Media;FALSO;18;FALSO;22028
1346;4507;14;28;8;27/08/2023;2023;8;21:12:00;Huelga parcial;Operacional;Alta;VERDADERO;6;FALSO;0
1347;42664;35;21;10;14/10/2022;2022;10;23:03:00;Pasajero enfermo;Servicio;Media;FALSO;7;FALSO;665
1348;25812;25;25;6;20/08/2023;2023;8;21:40:00;Vandalismo;Seguridad;Media;FALSO;5;FALSO;16329
1349;11125;38;10;8;05/07/2024;2024;7;6:50:00;Pasajero enfermo;Servicio;Media;FALSO;13;FALSO;3646
1350;665;36;22;4;07/11/2022;2022;11;18:40:00;Fallo climatizacion;Vehiculo;Baja;FALSO;10;FALSO;5241
1351;19131;22;8;4;18/09/2023;2023;9;6:01:00;Accidente leve;Seguridad;Alta;VERDADERO;43;VERDADERO;299376
1352;40411;8;8;2;14/06/2023;2023;6;7:50:00;Condiciones meteo;Externo;Media;FALSO;6;FALSO;0
1353;18300;31;17;2;23/10/2024;2024;10;19:05:00;Fallo climatizacion;Vehiculo;Baja;FALSO;8;FALSO;26337
1354;6685;8;22;5;18/12/2024;2024;12;21:00:00;Accidente grave;Seguridad;Critica;VERDADERO;50;FALSO;810011
1355;502;41;27;6;22/04/2022;2022;4;16:01:00;Accidente grave;Seguridad;Critica;VERDADERO;7;VERDADERO;1262484
1356;28099;2;16;6;04/12/2023;2023;12;14:08:00;Condiciones meteo;Externo;Media;FALSO;17;FALSO;0
1357;44872;17;17;5;24/08/2024;2024;8;8:23:00;Fallo electrico;Vehiculo;Alta;VERDADERO;106;VERDADERO;42479
1358;32651;18;4;8;07/07/2022;2022;7;6:30:00;Accidente grave;Seguridad;Critica;VERDADERO;40;FALSO;1172987
1359;41289;4;18;2;29/07/2024;2024;7;11:00:00;Pasajero enfermo;Servicio;Media;FALSO;5;FALSO;1778
1360;33571;14;28;2;26/03/2022;2022;3;10:35:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;2771
1361;31893;16;2;5;03/05/2022;2022;5;20:00:00;Accidente leve;Seguridad;Alta;VERDADERO;48;VERDADERO;291866
1362;49651;8;8;4;11/02/2022;2022;2;20:52:00;Accidente leve;Seguridad;Alta;VERDADERO;93;VERDADERO;77471
1363;48952;23;9;4;18/04/2022;2022;4;7:42:00;Fallo climatizacion;Vehiculo;Baja;FALSO;12;FALSO;18922
1364;18088;29;1;10;21/11/2024;2024;11;2:39:00;Retencion trafico;Externo;Baja;FALSO;5;FALSO;3187
